Call type,Call Sub-type,Batallion 1 Total Calls,Batallion 1 Total Units Resp.,Batallion 2 Total Calls,Batallion 2 Total Units Resp.,Batallion 3 Total Calls,Batallion 3 Total Units Resp.,Batallion 4 Total Calls,Batallion 4 Total Units Resp.,Other Total Calls,Other Total Units Resp.,Week #,Year
NON-STRUCTURE FIRE,"Rubbish, Dumpsters (No Value)",,,,,,,,,,,24,2014
NON-STRUCTURE FIRE,All Other Fires,1,11,1,13,,,,,,,24,2014
EMERGENCY RESPONSE,Emergency Medical Responses,29,33,89,99,36,42,48,55,,,24,2014
EMERGENCY RESPONSE,Other Rescue,,,,,,,,,,,24,2014
HAZARD,Hazardous Materials,8,28,1,2,4,11,6,36,,,24,2014
HAZARD,Other HazMat Responses,5,24,11,33,2,2,4,10,,,24,2014
FALSE ALARM,False Alarms (system malfunction/accidental),20,89,17,79,13,57,11,47,,,24,2014
FALSE ALARM,False Alarms (intentional/malicious),,,,,,,,,,,24,2014
FALSE ALARM,Other False alarms,33,64,25,59,128,131,36,80,,,24,2014
TRAINING,Training ,,,,,,,,,,,24,2014
TRAINING,Fire safety/prevention events,,,,,,,,,,,24,2014
TRAINING,Other events,,,,,,,,,,,24,2014
INSPECTION,Initial Inspections,,,,,,,,,34,,24,2014
INSPECTION,Re-inspections/follow ups,,,,,,,,,95,,24,2014
INSPECTION,Registrations,,,,,,,,,,,24,2014
MUTUAL AID,Mutual Aid Served Outide Jersey City,3,3,,,,,,,,,24,2014
MUTUAL AID,Mutual Aid Requested with Jersey City,,,,,,,,,,,24,2014
FINES,Fines Imposed,,,,,,,,,,,24,2014
FINES,Fines collected,,,,,,,,,,,24,2014
RESIDENTIAL,Private Dwellings,,,6,46,,,1,11,,,25,2014
RESIDENTIAL,Apartments,4,30,1,11,2,24,1,10,,,25,2014
RESIDENTIAL,Hotels and Motels,,,,,,,,,,,25,2014
RESIDENTIAL,All Other Residential,,,,,,,1,16,,,25,2014
STRUCTURE FIRE,Public Assembly,,,,,,,,,,,25,2014
STRUCTURE FIRE,Schools and Colleges,,,,,,,,,,,25,2014
STRUCTURE FIRE,Health Care and Penal Institutions,,,,,,,,,,,25,2014
STRUCTURE FIRE,Stores and Offices,,,,,1,7,,,,,25,2014
STRUCTURE FIRE,"Industry, Utility, Defense, Labs, Manuf.",,,,,,,,,,,25,2014
STRUCTURE FIRE,Storage in Structures,,,,,,,,,,,25,2014
STRUCTURE FIRE,Other Structures,,,,,,,,,,,25,2014
NON-STRUCTURE FIRE,Highway vehicles,,,,,,,,,,,25,2014
NON-STRUCTURE FIRE,Other Vehicles,,,1,6,,,,,,,25,2014
NON-STRUCTURE FIRE,"Outside of Structures with value, not vehic.",,,,,,,,,,,25,2014
NON-STRUCTURE FIRE,"Brush, Grass, Wildland, (No Value)",1,1,,,,,1,1,,,25,2014
NON-STRUCTURE FIRE,"Rubbish, Dumpsters (No Value)",,,,,,,2,16,,,25,2014
NON-STRUCTURE FIRE,All Other Fires,,,,,,,,,,,25,2014
EMERGENCY RESPONSE,Emergency Medical Responses,43,49,91,96,36,43,74,80,,,25,2014
EMERGENCY RESPONSE,Other Rescue,,,,,,,,,,,25,2014
HAZARD,Hazardous Materials,7,36,4,21,2,10,3,10,,,25,2014
HAZARD,Other HazMat Responses,3,7,7,23,5,14,5,11,,,25,2014
FALSE ALARM,False Alarms (system malfunction/accidental),22,91,17,85,8,38,16,71,,,25,2014
FALSE ALARM,False Alarms (intentional/malicious),,,,,,,,,,,25,2014
FALSE ALARM,Other False alarms,47,58,32,62,21,40,37,61,,,25,2014
TRAINING,Training ,,,,,,,,,,,25,2014
TRAINING,Fire safety/prevention events,,,,,,,,,,,25,2014
TRAINING,Other events,,,,,,,,,,,25,2014
INSPECTION,Initial Inspections,,,,,,,,,39,,25,2014
INSPECTION,Re-inspections/follow ups,,,,,,,,,137,,25,2014
INSPECTION,Registrations,,,,,,,,,,,25,2014
MUTUAL AID,Mutual Aid Served Outide Jersey City,4,4,,,,,,,,,25,2014
MUTUAL AID,Mutual Aid Requested with Jersey City,,,,,,,,,,,25,2014
FINES,Fines Imposed,,,,,,,,,,,25,2014
FINES,Fines collected,,,,,,,,,,,25,2014
RESIDENTIAL,Private Dwellings,,,,,,,,,,,26,2014
RESIDENTIAL,Apartments,1,4,1,4,2,8,6,49,,,26,2014
RESIDENTIAL,Hotels and Motels,,,,,,,,,,,26,2014
RESIDENTIAL,All Other Residential,,,1,11,,,,,,,26,2014
STRUCTURE FIRE,Public Assembly,,,,,,,,,,,26,2014
STRUCTURE FIRE,Schools and Colleges,,,,,,,,,,,26,2014
STRUCTURE FIRE,Health Care and Penal Institutions,,,,,,,,,,,26,2014
STRUCTURE FIRE,Stores and Offices,2,16,1,1,1,23,,,,,26,2014
STRUCTURE FIRE,"Industry, Utility, Defense, Labs, Manuf.",,,,,,,,,,,26,2014
STRUCTURE FIRE,Storage in Structures,,,,,,,,,,,26,2014
STRUCTURE FIRE,Other Structures,,,,,,,,,,,26,2014
NON-STRUCTURE FIRE,Highway vehicles,2,14,,,,,,,,,26,2014
NON-STRUCTURE FIRE,Other Vehicles,,,,,,,,,,,26,2014
NON-STRUCTURE FIRE,"Outside of Structures with value, not vehic.",,,,,1,4,,,,,26,2014
NON-STRUCTURE FIRE,"Brush, Grass, Wildland, (No Value)",3,14,,,,,,,,,26,2014
NON-STRUCTURE FIRE,"Rubbish, Dumpsters (No Value)",,,,,,,,,,,26,2014
NON-STRUCTURE FIRE,All Other Fires,1,11,1,10,,,,,,,26,2014
EMERGENCY RESPONSE,Emergency Medical Responses,42,46,98,107,35,44,55,62,,,26,2014
EMERGENCY RESPONSE,Other Rescue,,,,,,,,,,,26,2014
HAZARD,Hazardous Materials,2,9,1,1,3,3,1,8,,,26,2014
HAZARD,Other HazMat Responses,4,7,2,13,4,14,6,34,,,26,2014
FALSE ALARM,False Alarms (system malfunction/accidental),26,122,13,61,13,62,10,53,,,26,2014
FALSE ALARM,False Alarms (intentional/malicious),,,,,,,,,,,26,2014
FALSE ALARM,Other False alarms,76,110,49,92,25,40,31,34,,,26,2014
TRAINING,Training ,,,,,,,,,,,26,2014
TRAINING,Fire safety/prevention events,,,,,,,,,,,26,2014
TRAINING,Other events,,,,,,,,,,,26,2014
INSPECTION,Initial Inspections,,,,,,,,,37,,26,2014
INSPECTION,Re-inspections/follow ups,,,,,,,,,123,,26,2014
INSPECTION,Registrations,,,,,,,,,,,26,2014
MUTUAL AID,Mutual Aid Served Outide Jersey City,,,,,,,,,,,26,2014
MUTUAL AID,Mutual Aid Requested with Jersey City,,,,,,,,,,,26,2014
FINES,Fines Imposed,,,,,,,,,,,26,2014
FINES,Fines collected,,,,,,,,,,,26,2014
RESIDENTIAL,Private Dwellings,,,,,,,2,25,,,27,2014
RESIDENTIAL,Apartments,2,21,4,34,3,18,4,22,,,27,2014
RESIDENTIAL,Hotels and Motels,,,,,,,,,,,27,2014
RESIDENTIAL,All Other Residential,1,4,,,,,1,4,,,27,2014
STRUCTURE FIRE,Public Assembly,,,,,,,,,,,27,2014
STRUCTURE FIRE,Schools and Colleges,,,,,,,,,,,27,2014
STRUCTURE FIRE,Health Care and Penal Institutions,,,,,,,,,,,27,2014
STRUCTURE FIRE,Stores and Offices,,,,,,,,,,,27,2014
STRUCTURE FIRE,"Industry, Utility, Defense, Labs, Manuf.",,,,,,,,,,,27,2014
STRUCTURE FIRE,Storage in Structures,1,11,,,,,,,,,27,2014
STRUCTURE FIRE,Other Structures,,,3,4,,,,,,,27,2014
NON-STRUCTURE FIRE,Highway vehicles,1,2,,,,,,,,,27,2014
NON-STRUCTURE FIRE,Other Vehicles,,,,,,,,,,,27,2014
NON-STRUCTURE FIRE,"Outside of Structures with value, not vehic.",,,,,,,,,,,27,2014
NON-STRUCTURE FIRE,"Brush, Grass, Wildland, (No Value)",2,2,1,12,,,,,,,27,2014
NON-STRUCTURE FIRE,"Rubbish, Dumpsters (No Value)",1,10,1,2,1,8,,,,,27,2014
NON-STRUCTURE FIRE,All Other Fires,,,,,,,,,,,27,2014
EMERGENCY RESPONSE,Emergency Medical Responses,36,40,90,106,50,66,36,38,,,27,2014
EMERGENCY RESPONSE,Other Rescue,,,,,,,,,,,27,2014
HAZARD,Hazardous Materials,1,10,7,16,1,9,1,8,,,27,2014
HAZARD,Other HazMat Responses,6,10,8,11,6,9,7,38,,,27,2014
FALSE ALARM,False Alarms (system malfunction/accidental),23,101,20,101,11,47,18,75,,,27,2014
FALSE ALARM,False Alarms (intentional/malicious),,,,,,,,,,,27,2014
FALSE ALARM,Other False alarms,44,50,46,71,42,84,45,82,,,27,2014
TRAINING,Training ,,,,,,,,,,,27,2014
TRAINING,Fire safety/prevention events,,,,,,,,,,,27,2014
TRAINING,Other events,,,,,,,,,,,27,2014
INSPECTION,Initial Inspections,,,,,,,,,33,,27,2014
INSPECTION,Re-inspections/follow ups,,,,,,,,,121,,27,2014
INSPECTION,Registrations,,,,,,,,,,,27,2014
MUTUAL AID,Mutual Aid Served Outide Jersey City,,,,,,,,,,,27,2014
MUTUAL AID,Mutual Aid Requested with Jersey City,,,,,,,,,,,27,2014
FINES,Fines Imposed,,,,,,,,,,,27,2014
FINES,Fines collected,,,,,,,,,,,27,2014
RESIDENTIAL,Private Dwellings,1,24,2,21,,,,,,,28,2014
RESIDENTIAL,Apartments,2,8,2,14,4,29,5,29,,,28,2014
RESIDENTIAL,Hotels and Motels,,,,,,,,,,,28,2014
RESIDENTIAL,All Other Residential,,,,,,,,,,,28,2014
STRUCTURE FIRE,Public Assembly,1,4,1,9,,,,,,,28,2014
STRUCTURE FIRE,Schools and Colleges,,,1,10,,,,,,,28,2014
STRUCTURE FIRE,Health Care and Penal Institutions,,,,,,,,,,,28,2014
STRUCTURE FIRE,Stores and Offices,,,,,,,,,,,28,2014
STRUCTURE FIRE,"Industry, Utility, Defense, Labs, Manuf.",,,,,,,,,,,28,2014
STRUCTURE FIRE,Storage in Structures,,,,,,,,,,,28,2014
STRUCTURE FIRE,Other Structures,1,1,,,,,,,,,28,2014
NON-STRUCTURE FIRE,Highway vehicles,,,,,,,,,,,28,2014
NON-STRUCTURE FIRE,Other Vehicles,,,,,,,,,,,28,2014
NON-STRUCTURE FIRE,"Outside of Structures with value, not vehic.",1,10,,,,,,,,,28,2014
NON-STRUCTURE FIRE,"Brush, Grass, Wildland, (No Value)",,,,,1,4,,,,,28,2014
NON-STRUCTURE FIRE,"Rubbish, Dumpsters (No Value)",2,3,,,2,12,1,1,,,28,2014
NON-STRUCTURE FIRE,All Other Fires,,,,,,,,,,,28,2014
EMERGENCY RESPONSE,Emergency Medical Responses,27,29,98,107,47,47,43,43,,,28,2014
EMERGENCY RESPONSE,Other Rescue,,,,,,,,,,,28,2014
HAZARD,Hazardous Materials,7,39,5,25,2,12,1,8,,,28,2014
HAZARD,Other HazMat Responses,8,37,8,21,12,28,8,42,,,28,2014
FALSE ALARM,False Alarms (system malfunction/accidental),18,82,13,63,11,60,16,83,,,28,2014
FALSE ALARM,False Alarms (intentional/malicious),,,,,,,,,,,28,2014
FALSE ALARM,Other False alarms,45,80,,,,,40,42,,,28,2014
TRAINING,Training ,,,,,,,,,,,28,2014
TRAINING,Fire safety/prevention events,,,,,,,,,,,28,2014
TRAINING,Other events,,,43,55,65,72,,,,,28,2014
INSPECTION,Initial Inspections,,,,,,,,,18,,28,2014
INSPECTION,Re-inspections/follow ups,,,,,,,,,89,,28,2014
INSPECTION,Registrations,,,,,,,,,,,28,2014
MUTUAL AID,Mutual Aid Served Outide Jersey City,3,6,,,,,,,,,28,2014
MUTUAL AID,Mutual Aid Requested with Jersey City,,,,,,,,,,,28,2014
FINES,Fines Imposed,,,,,,,,,,,28,2014
FINES,Fines collected,,,,,,,,,,,28,2014
RESIDENTIAL,Private Dwellings,,,,,1,9,,,,,29,2014
RESIDENTIAL,Apartments,1,4,3,30,2,20,1,4,,,29,2014
RESIDENTIAL,Hotels and Motels,,,,,,,,,,,29,2014
RESIDENTIAL,All Other Residential,,,1,7,,,,,,,29,2014
STRUCTURE FIRE,Public Assembly,1,10,,,,,,,,,29,2014
STRUCTURE FIRE,Schools and Colleges,,,,,,,,,,,29,2014
STRUCTURE FIRE,Health Care and Penal Institutions,,,1,4,,,,,,,29,2014
STRUCTURE FIRE,Stores and Offices,,,,,,,,,,,29,2014
STRUCTURE FIRE,"Industry, Utility, Defense, Labs, Manuf.",,,,,,,,,,,29,2014
STRUCTURE FIRE,Storage in Structures,,,,,,,,,,,29,2014
STRUCTURE FIRE,Other Structures,1,2,1,2,,,,,,,29,2014
NON-STRUCTURE FIRE,Highway vehicles,1,10,1,2,,,,,,,29,2014
NON-STRUCTURE FIRE,Other Vehicles,1,13,,,,,,,,,29,2014
NON-STRUCTURE FIRE,"Outside of Structures with value, not vehic.",,,,,,,,,,,29,2014
NON-STRUCTURE FIRE,"Brush, Grass, Wildland, (No Value)",,,,,,,,,,,29,2014
NON-STRUCTURE FIRE,"Rubbish, Dumpsters (No Value)",,,1,10,,,,,,,29,2014
NON-STRUCTURE FIRE,All Other Fires,,,,,,,,,,,29,2014
EMERGENCY RESPONSE,Emergency Medical Responses,38,39,94,150,39,41,53,73,,,29,2014
EMERGENCY RESPONSE,Other Rescue,,,,,,,,,,,29,2014
HAZARD,Hazardous Materials,6,28,2,10,,,6,37,,,29,2014
HAZARD,Other HazMat Responses,5,11,7,51,7,10,4,4,,,29,2014
FALSE ALARM,False Alarms (system malfunction/accidental),27,111,16,62,12,51,18,90,,,29,2014
FALSE ALARM,False Alarms (intentional/malicious),,,,,,,,,,,29,2014
FALSE ALARM,Other False alarms,35,76,42,57,42,60,27,51,,,29,2014
TRAINING,Training ,,,,,,,,,,,29,2014
TRAINING,Fire safety/prevention events,,,,,,,,,,,29,2014
TRAINING,Other events,,,,,,,,,,,29,2014
INSPECTION,Initial Inspections,,,,,,,,,32,,29,2014
INSPECTION,Re-inspections/follow ups,,,,,,,,,138,,29,2014
INSPECTION,Registrations,,,,,,,,,,,29,2014
MUTUAL AID,Mutual Aid Served Outide Jersey City,,,,,,,,,,,29,2014
MUTUAL AID,Mutual Aid Requested with Jersey City,7,7,,,,,,,,,29,2014
FINES,Fines Imposed,,,,,,,,,,,29,2014
FINES,Fines collected,,,,,,,,,,,29,2014
RESIDENTIAL,Private Dwellings,,,3,24,1,17,,,,,30,2014
RESIDENTIAL,Apartments,4,28,,,3,19,,,,,30,2014
RESIDENTIAL,Hotels and Motels,,,,,,,,,,,30,2014
RESIDENTIAL,All Other Residential,,,,,,,,,,,30,2014
STRUCTURE FIRE,Public Assembly,,,,,,,,,,,30,2014
STRUCTURE FIRE,Schools and Colleges,,,,,,,,,,,30,2014
STRUCTURE FIRE,Health Care and Penal Institutions,,,,,,,,,,,30,2014
STRUCTURE FIRE,Stores and Offices,1,5,,,,,,,,,30,2014
STRUCTURE FIRE,"Industry, Utility, Defense, Labs, Manuf.",,,,,,,,,,,30,2014
STRUCTURE FIRE,Storage in Structures,,,,,,,,,,,30,2014
STRUCTURE FIRE,Other Structures,,,,,1,1,,,,,30,2014
NON-STRUCTURE FIRE,Highway vehicles,,,,,,,,,,,30,2014
NON-STRUCTURE FIRE,Other Vehicles,,,,,,,,,,,30,2014
NON-STRUCTURE FIRE,"Outside of Structures with value, not vehic.",,,,,,,,,,,30,2014
NON-STRUCTURE FIRE,"Brush, Grass, Wildland, (No Value)",,,1,1,,,,,,,30,2014
NON-STRUCTURE FIRE,"Rubbish, Dumpsters (No Value)",1,10,,,,,,,,,30,2014
NON-STRUCTURE FIRE,All Other Fires,,,,,,,1,2,,,30,2014
EMERGENCY RESPONSE,Emergency Medical Responses,47,52,73,86,38,51,60,79,,,30,2014
EMERGENCY RESPONSE,Other Rescue,,,,,,,,,,,30,2014
HAZARD,Hazardous Materials,1,1,4,14,2,9,1,1,,,30,2014
HAZARD,Other HazMat Responses,6,15,8,36,4,16,,,,,30,2014
FALSE ALARM,False Alarms (system malfunction/accidental),24,129,12,45,12,61,16,69,,,30,2014
FALSE ALARM,False Alarms (intentional/malicious),,,,,,,,,,,30,2014
FALSE ALARM,Other False alarms,31,44,29,48,22,48,44,45,,,30,2014
TRAINING,Training ,,,,,,,,,,,30,2014
TRAINING,Fire safety/prevention events,,,,,,,,,,,30,2014
TRAINING,Other events,,,,,,,,,,,30,2014
INSPECTION,Initial Inspections,,,,,,,,,39,,30,2014
INSPECTION,Re-inspections/follow ups,,,,,,,,,126,,30,2014
INSPECTION,Registrations,,,,,,,,,,,30,2014
MUTUAL AID,Mutual Aid Served Outide Jersey City,,,,,,,,,,,30,2014
MUTUAL AID,Mutual Aid Requested with Jersey City,,,,,,,,,,,30,2014
FINES,Fines Imposed,,,,,,,,,,,30,2014
FINES,Fines collected,,,,,,,,,,,30,2014
RESIDENTIAL,Private Dwellings,,,6,43,,,,,,,31,2014
RESIDENTIAL,Apartments,2,21,3,11,,,5,26,,,31,2014
RESIDENTIAL,Hotels and Motels,1,4,,,,,,,,,31,2014
RESIDENTIAL,All Other Residential,2,8,,,,,,,,,31,2014
STRUCTURE FIRE,Public Assembly,,,,,,,1,4,,,31,2014
STRUCTURE FIRE,Schools and Colleges,,,,,,,,,,,31,2014
STRUCTURE FIRE,Health Care and Penal Institutions,,,2,16,,,,,,,31,2014
STRUCTURE FIRE,Stores and Offices,1,4,,,,,,,,,31,2014
STRUCTURE FIRE,"Industry, Utility, Defense, Labs, Manuf.",,,,,,,,,,,31,2014
STRUCTURE FIRE,Storage in Structures,,,,,,,,,,,31,2014
STRUCTURE FIRE,Other Structures,,,,,,,1,1,,,31,2014
NON-STRUCTURE FIRE,Highway vehicles,1,3,1,2,,,,,,,31,2014
NON-STRUCTURE FIRE,Other Vehicles,,,,,,,,,,,31,2014
NON-STRUCTURE FIRE,"Outside of Structures with value, not vehic.",,,,,,,,,,,31,2014
NON-STRUCTURE FIRE,"Brush, Grass, Wildland, (No Value)",1,1,1,1,,,,,,,31,2014
NON-STRUCTURE FIRE,"Rubbish, Dumpsters (No Value)",1,9,,,,,,,,,31,2014
NON-STRUCTURE FIRE,All Other Fires,,,,,,,,,,,31,2014
EMERGENCY RESPONSE,Emergency Medical Responses,36,44,70,80,47,65,60,68,,,31,2014
EMERGENCY RESPONSE,Other Rescue,,,,,,,,,,,31,2014
HAZARD,Hazardous Materials,2,16,3,17,2,17,1,1,,,31,2014
HAZARD,Other HazMat Responses,6,22,7,30,6,16,2,2,,,31,2014
FALSE ALARM,False Alarms (system malfunction/accidental),22,103,13,49,15,77,15,70,,,31,2014
FALSE ALARM,False Alarms (intentional/malicious),,,,,,,,,,,31,2014
FALSE ALARM,Other False alarms,43,46,45,58,37,50,35,48,,,31,2014
TRAINING,Training ,,,,,,,,,,,31,2014
TRAINING,Fire safety/prevention events,,,,,,,,,,,31,2014
TRAINING,Other events,,,,,,,,,,,31,2014
INSPECTION,Initial Inspections,,,,,,,,,29,,31,2014
INSPECTION,Re-inspections/follow ups,,,,,,,,,96,,31,2014
INSPECTION,Registrations,,,,,,,,,,,31,2014
MUTUAL AID,Mutual Aid Served Outide Jersey City,1,2,,,,,,,,,31,2014
MUTUAL AID,Mutual Aid Requested with Jersey City,,,,,,,,,,,31,2014
FINES,Fines Imposed,,,,,,,,,,,31,2014
FINES,Fines collected,,,,,,,,,,,31,2014
RESIDENTIAL,Private Dwellings,2,15,5,76,,,1,4,,,32,2014
RESIDENTIAL,Apartments,,,5,30,1,4,5,38,,,32,2014
RESIDENTIAL,Hotels and Motels,,,,,,,,,,,32,2014
RESIDENTIAL,All Other Residential,,,,,1,4,,,,,32,2014
STRUCTURE FIRE,Public Assembly,1,1,,,,,,,,,32,2014
STRUCTURE FIRE,Schools and Colleges,,,,,,,,,,,32,2014
STRUCTURE FIRE,Health Care and Penal Institutions,,,,,,,,,,,32,2014
STRUCTURE FIRE,Stores and Offices,,,1,1,,,,,,,32,2014
STRUCTURE FIRE,"Industry, Utility, Defense, Labs, Manuf.",,,,,,,,,,,32,2014
STRUCTURE FIRE,Storage in Structures,,,,,,,,,,,32,2014
STRUCTURE FIRE,Other Structures,,,1,1,,,,,,,32,2014
NON-STRUCTURE FIRE,Highway vehicles,,,2,13,,,,,,,32,2014
NON-STRUCTURE FIRE,Other Vehicles,,,,,,,,,,,32,2014
NON-STRUCTURE FIRE,"Outside of Structures with value, not vehic.",1,1,,,,,,,,,32,2014
NON-STRUCTURE FIRE,"Brush, Grass, Wildland, (No Value)",2,5,,,,,,,,,32,2014
NON-STRUCTURE FIRE,"Rubbish, Dumpsters (No Value)",2,2,1,1,,,,,,,32,2014
NON-STRUCTURE FIRE,All Other Fires,,,1,10,,,,,,,32,2014
EMERGENCY RESPONSE,Emergency Medical Responses,43,54,83,93,41,42,50,55,,,32,2014
EMERGENCY RESPONSE,Other Rescue,,,,,,,,,,,32,2014
HAZARD,Hazardous Materials,3,10,,,2,11,2,2,,,32,2014
HAZARD,Other HazMat Responses,3,13,8,27,4,14,5,8,,,32,2014
FALSE ALARM,False Alarms (system malfunction/accidental),12,48,21,91,22,112,6,24,,,32,2014
FALSE ALARM,False Alarms (intentional/malicious),,,,,,,,,,,32,2014
FALSE ALARM,Other False alarms,43,59,33,65,36,57,42,63,,,32,2014
TRAINING,Training ,,,,,,,,,,,32,2014
TRAINING,Fire safety/prevention events,,,,,,,,,,,32,2014
TRAINING,Other events,,,,,,,,,,,32,2014
INSPECTION,Initial Inspections,,,,,,,,,35,,32,2014
INSPECTION,Re-inspections/follow ups,,,,,,,,,114,,32,2014
INSPECTION,Registrations,,,,,,,,,,,32,2014
MUTUAL AID,Mutual Aid Served Outide Jersey City,3,3,,,,,,,,,32,2014
MUTUAL AID,Mutual Aid Requested with Jersey City,,,,,,,,,,,32,2014
FINES,Fines Imposed,,,,,,,,,,,32,2014
FINES,Fines collected,,,,,,,,,,,32,2014
RESIDENTIAL,Private Dwellings,1,4,3,20,,,1,11,,,33,2014
RESIDENTIAL,Apartments,3,18,1,4,,,3,29,,,33,2014
RESIDENTIAL,Hotels and Motels,1,12,,,,,,,,,33,2014
RESIDENTIAL,All Other Residential,,,,,,,1,4,,,33,2014
STRUCTURE FIRE,Public Assembly,,,,,,,,,,,33,2014
STRUCTURE FIRE,Schools and Colleges,,,,,,,,,,,33,2014
STRUCTURE FIRE,Health Care and Penal Institutions,,,,,,,,,,,33,2014
STRUCTURE FIRE,Stores and Offices,,,,,,,,,,,33,2014
STRUCTURE FIRE,"Industry, Utility, Defense, Labs, Manuf.",,,,,,,,,,,33,2014
STRUCTURE FIRE,Storage in Structures,,,,,,,,,,,33,2014
STRUCTURE FIRE,Other Structures,,,,,,,1,10,,,33,2014
NON-STRUCTURE FIRE,Highway vehicles,,,1,3,,,,,,,33,2014
NON-STRUCTURE FIRE,Other Vehicles,,,,,,,,,,,33,2014
NON-STRUCTURE FIRE,"Outside of Structures with value, not vehic.",1,13,1,4,1,1,,,,,33,2014
NON-STRUCTURE FIRE,"Brush, Grass, Wildland, (No Value)",,,1,7,,,,,,,33,2014
NON-STRUCTURE FIRE,"Rubbish, Dumpsters (No Value)",,,2,2,,,,,,,33,2014
NON-STRUCTURE FIRE,All Other Fires,,,,,,,,,,,33,2014
EMERGENCY RESPONSE,Emergency Medical Responses,40,45,95,95,36,36,52,57,,,33,2014
EMERGENCY RESPONSE,Other Rescue,,,,,,,,,,,33,2014
HAZARD,Hazardous Materials,,,4,26,4,25,2,16,,,33,2014
HAZARD,Other HazMat Responses,3,25,9,27,6,15,2,11,,,33,2014
FALSE ALARM,False Alarms (system malfunction/accidental),20,84,10,47,10,54,14,72,,,33,2014
FALSE ALARM,False Alarms (intentional/malicious),,,,,,,,,,,33,2014
FALSE ALARM,Other False alarms,35,38,56,97,58,69,47,60,,,33,2014
TRAINING,Training ,,,,,,,,,,,33,2014
TRAINING,Fire safety/prevention events,,,,,,,,,,,33,2014
TRAINING,Other events,,,,,,,,,,,33,2014
INSPECTION,Initial Inspections,,,,,,,,,51,,33,2014
INSPECTION,Re-inspections/follow ups,,,,,,,,,144,,33,2014
INSPECTION,Registrations,,,,,,,,,,,33,2014
MUTUAL AID,Mutual Aid Served Outide Jersey City,5,5,,,,,,,,,33,2014
MUTUAL AID,Mutual Aid Requested with Jersey City,,,,,,,,,,,33,2014
FINES,Fines Imposed,,,,,,,,,,,33,2014
FINES,Fines collected,,,,,,,,,,,33,2014
RESIDENTIAL,Private Dwellings,,,2,19,,,1,10,,,34,2014
RESIDENTIAL,Apartments,3,18,2,20,2,24,,,,,34,2014
RESIDENTIAL,Hotels and Motels,,,,,,,,,,,34,2014
RESIDENTIAL,All Other Residential,,,,,,,1,7,,,34,2014
STRUCTURE FIRE,Public Assembly,,,,,,,,,,,34,2014
STRUCTURE FIRE,Schools and Colleges,,,,,1,7,,,,,34,2014
STRUCTURE FIRE,Health Care and Penal Institutions,,,2,14,,,,,,,34,2014
STRUCTURE FIRE,Stores and Offices,,,,,1,4,,,,,34,2014
STRUCTURE FIRE,"Industry, Utility, Defense, Labs, Manuf.",,,,,,,,,,,34,2014
STRUCTURE FIRE,Storage in Structures,,,,,1,1,,,,,34,2014
STRUCTURE FIRE,Other Structures,,,1,4,1,11,,,,,34,2014
NON-STRUCTURE FIRE,Highway vehicles,1,3,,,,,2,6,,,34,2014
NON-STRUCTURE FIRE,Other Vehicles,,,,,1,2,,,,,34,2014
NON-STRUCTURE FIRE,"Outside of Structures with value, not vehic.",,,,,,,,,,,34,2014
NON-STRUCTURE FIRE,"Brush, Grass, Wildland, (No Value)",,,,,,,,,,,34,2014
NON-STRUCTURE FIRE,"Rubbish, Dumpsters (No Value)",1,1,1,1,2,2,1,10,,,34,2014
NON-STRUCTURE FIRE,All Other Fires,,,,,,,,,,,34,2014
EMERGENCY RESPONSE,Emergency Medical Responses,32,34,77,87,30,35,52,62,,,34,2014
EMERGENCY RESPONSE,Other Rescue,,,,,,,,,,,34,2014
HAZARD,Hazardous Materials,4,30,3,13,3,16,2,5,,,34,2014
HAZARD,Other HazMat Responses,6,9,3,7,8,27,7,19,,,34,2014
FALSE ALARM,False Alarms (system malfunction/accidental),21,92,9,43,15,81,15,61,,,34,2014
FALSE ALARM,False Alarms (intentional/malicious),,,,,,,,,,,34,2014
FALSE ALARM,Other False alarms,34,89,55,72,43,64,43,78,,,34,2014
TRAINING,Training ,,,,,,,,,,,34,2014
TRAINING,Fire safety/prevention events,,,,,,,,,,,34,2014
TRAINING,Other events,,,,,,,,,,,34,2014
INSPECTION,Initial Inspections,,,,,,,,,31,,34,2014
INSPECTION,Re-inspections/follow ups,,,,,,,,,107,,34,2014
INSPECTION,Registrations,,,,,,,,,,,34,2014
MUTUAL AID,Mutual Aid Served Outide Jersey City,4,4,,,,,,,,,34,2014
MUTUAL AID,Mutual Aid Requested with Jersey City,,,,,,,,,,,34,2014
FINES,Fines Imposed,,,,,,,,,,,34,2014
FINES,Fines collected,,,,,,,,,,,34,2014
RESIDENTIAL,Private Dwellings,,,4,33,1,2,1,10,,,35,2014
RESIDENTIAL,Apartments,3,18,2,15,2,24,2,15,,,35,2014
RESIDENTIAL,Hotels and Motels,,,,,,,,,,,35,2014
RESIDENTIAL,All Other Residential,,,,,,,2,14,,,35,2014
STRUCTURE FIRE,Public Assembly,,,1,1,,,1,10,,,35,2014
STRUCTURE FIRE,Schools and Colleges,,,,,,,,,,,35,2014
STRUCTURE FIRE,Health Care and Penal Institutions,,,5,27,,,,,,,35,2014
STRUCTURE FIRE,Stores and Offices,,,,,1,4,,,,,35,2014
STRUCTURE FIRE,"Industry, Utility, Defense, Labs, Manuf.",,,,,,,,,,,35,2014
STRUCTURE FIRE,Storage in Structures,,,,,,,,,,,35,2014
